price,area,price_per_m2,location,bedroom,bathroom
"7,5 tỷ",50 m²,150 tr/m²,"Long Biên, Hà Nội",4,3
"15,8 tỷ",280 m²,"56,43 tr/m²","Thanh Khê, Đà Nẵng",,
4 tỷ,87 m²,"45,98 tr/m²","Thủ Đức, Hồ Chí Minh",3,2
470 triệu,"141,1 m²","3,33 tr/m²","Ninh Hòa, Khánh Hòa",,
"1,6 tỷ",28 m²,"57,14 tr/m²","Nam Từ Liêm, Hà Nội",1,1
"7,1 tỷ",82 m²,"86,58 tr/m²","Quận 7, Hồ Chí Minh",2,2
"4,1 tỷ",70 m²,"58,57 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"11,9 tỷ",60 m²,"198,33 tr/m²","Bình Thạnh, Hồ Chí Minh",,
17 tỷ,860 m²,"19,77 tr/m²","Bình Chánh, Hồ Chí Minh",,
"1,3 tỷ","30,07 m²","43,23 tr/m²","Nam Từ Liêm, Hà Nội",1,1
"6,5 tỷ",55 m²,"118,18 tr/m²","Quận 2, Hồ Chí Minh",1,1
"1,72 tỷ",75 m²,"22,93 tr/m²","Quận 9, Hồ Chí Minh",2,1
22 tỷ,60 m²,"366,67 tr/m²","Cầu Giấy, Hà Nội",6,6
Giá thỏa thuận,56 m²,,"Nam Từ Liêm, Hà Nội",2,1
"22,5 tỷ",73 m²,"308,22 tr/m²","Tây Hồ, Hà Nội",22,22
"5,78 tỷ","40,5 m²","142,72 tr/m²","Quận 8, Hồ Chí Minh",4,5
21 tỷ,82 m²,"256,1 tr/m²","Ba Đình, Hà Nội",14,14
"1,55 tỷ",81 m²,"19,14 tr/m²","Giao Thủy, Nam Định",,
"2,8 tỷ",212 m²,"13,21 tr/m²","Cam Lâm, Khánh Hòa",,
Giá thỏa thuận,50 m²,,"Bến Lức, Long An",2,2
"1,84 tỷ",108 m²,17 tr/m²,"Thủ Thừa, Long An",,
"4,65 tỷ",75 m²,62 tr/m²,"Mê Linh, Hà Nội",,
"3,03 tỷ",157 m²,"19,3 tr/m²","Thủ Thừa, Long An",,
"11,46 tỷ",90 m²,"127,33 tr/m²","Thủy Nguyên, Hải Phòng",,
"29,9 tỷ",75 m²,"398,67 tr/m²","Ba Đình, Hà Nội",7,7
"4,56 tỷ",30 m²,152 tr/m²,"Hoàng Mai, Hà Nội",3,2
Giá thỏa thuận,250 m²,,"Quận 7, Hồ Chí Minh",,
"10,7 tỷ",114 m²,"93,86 tr/m²","Quận 7, Hồ Chí Minh",,
"15,5 tỷ",214 m²,"72,43 tr/m²","Quận 7, Hồ Chí Minh",14,14
"4,9 tỷ",140 m²,35 tr/m²,"Quốc Oai, Hà Nội",,
"5,06 tỷ",46 m²,110 tr/m²,"Gò Vấp, Hồ Chí Minh",5,5
"19,2 tỷ",71 m²,"270,42 tr/m²","Hà Đông, Hà Nội",6,4
2 tỷ,204 m²,"9,8 tr/m²","Quốc Oai, Hà Nội",,
"2,4 tỷ",142 m²,"16,9 tr/m²","Quảng Ngãi, Quảng Ngãi",,
"6,3 tỷ",34 m²,"185,29 tr/m²","Hà Đông, Hà Nội",5,4
"17,8 tỷ",73 m²,"243,84 tr/m²","Quận 5, Hồ Chí Minh",4,4
20 tỷ,120 m²,"166,67 tr/m²","Văn Giang, Hưng Yên",3,3
"2,3 tỷ",44 m²,"52,27 tr/m²","Quận 2, Hồ Chí Minh",1,1
"9,2 tỷ",133 m²,"69,17 tr/m²","Quận 2, Hồ Chí Minh",3,2
"5,5 tỷ",80 m²,"68,75 tr/m²","Quận 12, Hồ Chí Minh",4,5
"3,5 tỷ",156 m²,"22,44 tr/m²","Biên Hòa, Đồng Nai",3,2
"1,85 tỷ",62 m²,"29,84 tr/m²","Quận 8, Hồ Chí Minh",2,2
"8,8 tỷ",44 m²,200 tr/m²,"Thanh Xuân, Hà Nội",4,
30 tỷ,257 m²,"116,73 tr/m²","Thanh Hóa, Thanh Hóa",30,
"1,99 tỷ",154 m²,"12,92 tr/m²","Quốc Oai, Hà Nội",,
"8,3 tỷ",225 m²,"36,89 tr/m²","Bến Lức, Long An",4,3
"3,5 tỷ",132 m²,"26,52 tr/m²","Quốc Oai, Hà Nội",,
"1,5 tỷ",80 m²,"18,75 tr/m²","Nghi Sơn, Thanh Hóa",,
"1,4 tỷ",150 m²,"9,33 tr/m²","Núi Thành, Quảng Nam",,
Giá thỏa thuận,60 m²,,"Quận 2, Hồ Chí Minh",1,1
25 tỷ,320 m²,"78,12 tr/m²","Quận 7, Hồ Chí Minh",7,7
25 tỷ,320 m²,"78,12 tr/m²","Quận 7, Hồ Chí Minh",7,7
15 tỷ,110 m²,"136,36 tr/m²","Bình Tân, Hồ Chí Minh",6,7
"8,4 tỷ",128 m²,"65,62 tr/m²","Thanh Xuân, Hà Nội",3,2
48 tỷ,95 m²,"505,26 tr/m²","Quận 2, Hồ Chí Minh",,
6 tỷ,90 m²,"66,67 tr/m²","Bến Lức, Long An",,
3 tỷ,43 m²,"69,77 tr/m²","Nam Từ Liêm, Hà Nội",1,1
3 tỷ,96 m²,"31,2 tr/m²","Thuận An, Bình Dương",,
"15,9 tỷ",55 m²,"289,09 tr/m²","Long Biên, Hà Nội",4,5
"12,6 tỷ",181 m²,"69,61 tr/m²","Cầu Giấy, Hà Nội",3,3
"6,95 tỷ",64 m²,"108,59 tr/m²","Văn Giang, Hưng Yên",,
"6,49 tỷ",100 m²,"64,9 tr/m²","Liên Chiểu, Đà Nẵng",4,4
"16,5 tỷ","219,5 m²","75,17 tr/m²","Quận 11, Hồ Chí Minh",3,4
"9,1 tỷ",260 m²,35 tr/m²,"Thuận Thành, Bắc Ninh",,
7 tỷ,90 m²,"77,78 tr/m²","Móng Cái, Quảng Ninh",,
"31,5 tỷ",130 m²,"242,31 tr/m²","Nam Từ Liêm, Hà Nội",,
Giá thỏa thuận,46 m²,,"Đông Anh, Hà Nội",1,1
"7,8 tỷ",181 m²,"43,09 tr/m²","Thủ Dầu Một, Bình Dương",,
"30,8 tỷ",59 m²,"522,03 tr/m²","Cầu Giấy, Hà Nội",,
38 tỷ,146 m²,"260,27 tr/m²","Tây Hồ, Hà Nội",4,4
Giá thỏa thuận,142 m²,,"Cầu Giấy, Hà Nội",3,2
"4,2 tỷ",72 m²,"58,33 tr/m²","Phú Nhuận, Hồ Chí Minh",2,2
"7,3 tỷ",32 m²,"228,12 tr/m²","Đống Đa, Hà Nội",4,3
25 tỷ,75 m²,"333,33 tr/m²","Quận 2, Hồ Chí Minh",2,2
Giá thỏa thuận,63 m²,,"Sơn Trà, Đà Nẵng",2,2
"4,85 tỷ","98,6 m²","49,19 tr/m²","Đông Anh, Hà Nội",3,2
"16,5 tỷ",54 m²,"305,56 tr/m²","Đống Đa, Hà Nội",3,2
"2,2 tỷ",150 m²,"14,67 tr/m²","Thạch Thất, Hà Nội",,
"1,78 tỷ",55 m²,"32,36 tr/m²","Thủ Đức, Hồ Chí Minh",2,2
"1,84 tỷ",115 m²,16 tr/m²,"Sơn Tây, Hà Nội",,
"2,5 tỷ",18 m²,"138,89 tr/m²","Bình Thạnh, Hồ Chí Minh",2,2
Giá thỏa thuận,66 m²,,"Thanh Xuân, Hà Nội",2,2
"2,3 tỷ",295 m²,"7,8 tr/m²","Thạch Thất, Hà Nội",,
"28,88 tỷ",109 m²,265 tr/m²,"Hoài Đức, Hà Nội",,
"2,58 tỷ","70,8 m²","36,37 tr/m²","Lê Chân, Hải Phòng",2,2
"23,5 tỷ",120 m²,"195,83 tr/m²","Long Biên, Hà Nội",,
"1,89 tỷ",90 m²,21 tr/m²,"Hạ Long, Quảng Ninh",,
Giá thỏa thuận,65 m²,,"Văn Giang, Hưng Yên",2,2
"14,8 tỷ",118 m²,"125,42 tr/m²","Sơn Trà, Đà Nẵng",,
"3,6 tỷ",476 m²,"7,56 tr/m²","Thanh Thủy, Phú Thọ",,
2 tỷ,"21.951,2 m²","91,11 nghìn/m²","Hàm Thuận Bắc, Bình Thuận",,
"4,45 tỷ",68 m²,"65,44 tr/m²","Hà Đông, Hà Nội",2,2
"2,65 tỷ",56 m²,"47,32 tr/m²","Bình Tân, Hồ Chí Minh",2,1
81 tỷ,"226,1 m²","358,25 tr/m²","Văn Giang, Hưng Yên",15,10
Giá thỏa thuận,100 m²,,"Lương Sơn, Hòa Bình",,
25 tỷ,75 m²,"333,33 tr/m²","Quận 2, Hồ Chí Minh",2,2
"6,87 tỷ",137 m²,"50,15 tr/m²","Biên Hòa, Đồng Nai",4,4
"4,3 tỷ","62,9 m²","68,36 tr/m²","Hoài Đức, Hà Nội",1,1
"5,8 tỷ",65 m²,"89,23 tr/m²","Hoàng Mai, Hà Nội",,
"5,75 tỷ",26 m²,"221,15 tr/m²","Ba Đình, Hà Nội",3,3
"4,7 tỷ","81,5 m²","57,67 tr/m²","Gia Lâm, Hà Nội",3,
650 triệu,250 m²,"2,6 tr/m²","Chơn Thành, Bình Phước",,
"5,15 tỷ",79 m²,"65,19 tr/m²","Bắc Từ Liêm, Hà Nội",2,2
55 tỷ,450 m²,"122,22 tr/m²","Long Biên, Hà Nội",,
"5,2 tỷ",45 m²,"115,56 tr/m²","Quận 7, Hồ Chí Minh",2,
44 tỷ,268 m²,"164,18 tr/m²","Bắc Từ Liêm, Hà Nội",6,5
"6,8 tỷ",65 m²,"104,62 tr/m²","Văn Giang, Hưng Yên",,
590 triệu,469 m²,"1,26 tr/m²","Lâm Hà, Lâm Đồng",,
"9,9 tỷ",53 m²,"186,79 tr/m²","Hai Bà Trưng, Hà Nội",4,3
"3,17 tỷ",318 m²,"9,95 tr/m²","Sóc Trăng, Sóc Trăng",,
"19,8 tỷ",65 m²,"304,62 tr/m²","Cầu Giấy, Hà Nội",4,4
"1,3 tỷ",125 m²,"10,4 tr/m²","Bình Chánh, Hồ Chí Minh",10,10
"67,5 tỷ",288 m²,"234,38 tr/m²","Gia Lâm, Hà Nội",,
Giá thỏa thuận,65 m²,,"Sơn Trà, Đà Nẵng",2,1
35 tỷ,208 m²,"168,27 tr/m²","Phú Nhuận, Hồ Chí Minh",,
"1,3 tỷ",150 m²,"8,67 tr/m²","Củ Chi, Hồ Chí Minh",,
68 tỷ,140 m²,"485,71 tr/m²","Sa Pa, Lào Cai",,
"3,9 tỷ",130 m²,30 tr/m²,"Tiền Hải, Thái Bình",,
"7,2 tỷ","87,5 m²","82,29 tr/m²","Lê Chân, Hải Phòng",4,4
"7,7 tỷ",104 m²,"74,04 tr/m²","Quận 7, Hồ Chí Minh",4,5
"2,44 tỷ","76,1 m²",32 tr/m²,"Thái Bình, Thái Bình",2,2
"3,8 tỷ",78 m²,"48,72 tr/m²","Đông Anh, Hà Nội",2,2
10 tỷ,"155,5 m²","64,31 tr/m²","Cầu Giấy, Hà Nội",3,2
10 tỷ,140 m²,"71,43 tr/m²","Cầu Giấy, Hà Nội",4,3
"12,9 tỷ",130 m²,"99,23 tr/m²","Sơn Trà, Đà Nẵng",9,9
"4,5 tỷ",68 m²,"66,18 tr/m²","Cầu Giấy, Hà Nội",2,1
"1,65 tỷ","31,6 m²","52,22 tr/m²","Nam Từ Liêm, Hà Nội",1,1
"3,99 tỷ",52 m²,"76,73 tr/m²","Quận 12, Hồ Chí Minh",,
"3,6 tỷ",555 m²,"6,49 tr/m²","Lương Sơn, Hòa Bình",,
"5,9 tỷ",128 m²,"46,09 tr/m²","Quận 12, Hồ Chí Minh",,
"2,49 tỷ",40 m²,"62,25 tr/m²","Thanh Khê, Đà Nẵng",3,2
"1,69 tỷ","71,8 m²","23,54 tr/m²","Nha Trang, Khánh Hòa",3,2
"11,5 tỷ",75 m²,"153,33 tr/m²","Văn Giang, Hưng Yên",,
9 tỷ,54 m²,"166,67 tr/m²","Văn Giang, Hưng Yên",,
"7,6 tỷ",117 m²,"64,96 tr/m²","Quận 4, Hồ Chí Minh",3,2
"10,5 tỷ",98 m²,"107,14 tr/m²","Văn Giang, Hưng Yên",,
2 tỷ,100 m²,20 tr/m²,"Phù Cát, Bình Định",,
"3,36 tỷ",48 m²,70 tr/m²,"Đan Phượng, Hà Nội",,
"2,02 tỷ",135 m²,15 tr/m²,"Hoằng Hóa, Thanh Hóa",,
Giá thỏa thuận,965 m²,,"Tam Đảo, Vĩnh Phúc",,
43 tỷ,175 m²,"245,71 tr/m²","Tân Bình, Hồ Chí Minh",,
"4,45 tỷ",35 m²,"127,14 tr/m²","Hoài Đức, Hà Nội",4,3
23 tỷ,177 m²,"129,94 tr/m²","Quận 4, Hồ Chí Minh",3,3
"4,5 tỷ",81 m²,"55,56 tr/m²","Quận 4, Hồ Chí Minh",2,2
"13,5 tỷ",68 m²,"198,53 tr/m²","Hà Đông, Hà Nội",,
"4,6 tỷ",31 m²,"148,39 tr/m²","Tây Hồ, Hà Nội",,
"5,7 tỷ","32,4 m²","175,93 tr/m²","Hoài Đức, Hà Nội",,
"4,3 tỷ",30 m²,"143,33 tr/m²","Gò Vấp, Hồ Chí Minh",,
"25,5 tỷ",108 m²,"236,11 tr/m²","Hà Đông, Hà Nội",,
69 tỷ,398 m²,"173,37 tr/m²","Quận 9, Hồ Chí Minh",,
"7,7 tỷ",90 m²,"85,56 tr/m²","Sơn Trà, Đà Nẵng",,
Giá thỏa thuận,85 m²,,"Hoài Đức, Hà Nội",3,2
"5,5 tỷ",2.282 m²,"2,41 tr/m²","Lương Sơn, Hòa Bình",1,1
"44,2 tỷ",260 m²,170 tr/m²,"Hoài Đức, Hà Nội",,
"8,7 tỷ","60,7 m²","143,33 tr/m²","Bình Thạnh, Hồ Chí Minh",4,6
"6,8 tỷ",54 m²,"125,93 tr/m²","Quận 7, Hồ Chí Minh",4,
"10,5 tỷ",120 m²,"87,5 tr/m²","Nhà Bè, Hồ Chí Minh",6,6
"2,75 tỷ",52 m²,"52,88 tr/m²","Gia Lâm, Hà Nội",,
Giá thỏa thuận,115 m²,,"Hoài Đức, Hà Nội",,
22 tỷ,165 m²,"133,33 tr/m²","Phú Quốc, Kiên Giang",,
"1,23 tỷ",35 m²,35 tr/m²,"Việt Trì, Phú Thọ",1,1
"2,72 tỷ",69 m²,"39,48 tr/m²","Thủ Dầu Một, Bình Dương",2,2
"3,06 tỷ",72 m²,"42,5 tr/m²","Vũng Tàu, Bà Rịa Vũng Tàu",2,2
"1,55 tỷ",37 m²,"41,89 tr/m²","Thạch Thất, Hà Nội",1,1
"3,2 tỷ",198 m²,"16,16 tr/m²","Cái Răng, Cần Thơ",3,2
"3,6 tỷ",86 m²,"41,86 tr/m²","Quận 6, Hồ Chí Minh",2,2
"19,2 tỷ",160 m²,120 tr/m²,"Quận 2, Hồ Chí Minh",,
"1,1 tỷ","87,5 m²","12,57 tr/m²","Sông Công, Thái Nguyên",,
"7,8 tỷ",200 m²,39 tr/m²,"Nhà Bè, Hồ Chí Minh",,
"30,4 tỷ",160 m²,190 tr/m²,"Quận 2, Hồ Chí Minh",,
800 triệu,100 m²,8 tr/m²,"Hoằng Hóa, Thanh Hóa",,
"1,75 tỷ",150 m²,"11,67 tr/m²","Đất Đỏ, Bà Rịa Vũng Tàu",,
"12,5 tỷ",165 m²,"75,76 tr/m²","Long Biên, Hà Nội",3,3
"6,4 tỷ",104 m²,"61,54 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
18 tỷ,150 m²,120 tr/m²,"Quận 2, Hồ Chí Minh",3,2
"1,78 tỷ",51 m²,"34,9 tr/m²","Dĩ An, Bình Dương",2,2
"31,5 tỷ",169 m²,"186,39 tr/m²","Quận 7, Hồ Chí Minh",6,5
"3,3 tỷ",54 m²,"61,11 tr/m²","Quận 9, Hồ Chí Minh",2,1
22 tỷ,150 m²,"146,67 tr/m²","Tân Phú, Hồ Chí Minh",4,4
"3,89 tỷ",80 m²,"48,6 tr/m²","Thủ Đức, Hồ Chí Minh",2,2
69 tỷ,478 m²,"144,35 tr/m²","Quận 9, Hồ Chí Minh",5,5
42 tỷ,181 m²,"232,04 tr/m²","Nam Từ Liêm, Hà Nội",6,5
"4,36 tỷ",82 m²,"53,17 tr/m²","Thuận An, Bình Dương",3,3
"7,5 tỷ",94 m²,"79,79 tr/m²","Phú Nhuận, Hồ Chí Minh",2,2
7 tỷ,57 m²,"122,81 tr/m²","Quận 2, Hồ Chí Minh",2,2
14 tỷ,100 m²,140 tr/m²,"Quận 2, Hồ Chí Minh",,
"4,8 tỷ",32 m²,150 tr/m²,"Long Biên, Hà Nội",3,3
"2,48 tỷ",40 m²,62 tr/m²,"Quận 12, Hồ Chí Minh",3,3
"3,25 tỷ",70 m²,"46,43 tr/m²","Hà Đông, Hà Nội",2,2
"4,99 tỷ",74 m²,"67,43 tr/m²","Nhà Bè, Hồ Chí Minh",2,2
6 tỷ,72 m²,"83,33 tr/m²","Thanh Xuân, Hà Nội",2,2
"1,5 tỷ",37 m²,"40,54 tr/m²","Thạch Thất, Hà Nội",,
"1,56 tỷ",40 m²,39 tr/m²,"Gò Vấp, Hồ Chí Minh",1,1
Giá thỏa thuận,112 m²,,"Bắc Giang, Bắc Giang",,
"25,2 tỷ",280 m²,90 tr/m²,"Hoài Đức, Hà Nội",4,4
"4,8 tỷ",100 m²,48 tr/m²,"Cẩm Lệ, Đà Nẵng",7,7
"1,67 tỷ",67 m²,"24,92 tr/m²","Thuận An, Bình Dương",2,2
"12,7 tỷ","168,5 m²","75,37 tr/m²","Nha Trang, Khánh Hòa",,
"3,7 tỷ",85 m²,"43,53 tr/m²","Quận 8, Hồ Chí Minh",3,2
600 triệu,200 m²,3 tr/m²,"Vân Canh, Bình Định",,
"2,6 tỷ",80 m²,"32,5 tr/m²","Tuy Phước, Bình Định",,
"1,21 tỷ","30,3 m²","39,9 tr/m²","Lê Chân, Hải Phòng",1,1
"2,25 tỷ",59 m²,"38,14 tr/m²","Quận 9, Hồ Chí Minh",2,1
"2,2 tỷ",65 m²,"33,85 tr/m²","Thạch Thất, Hà Nội",,
47 tỷ,150 m²,"313,33 tr/m²","Quận 1, Hồ Chí Minh",,
"10,42 tỷ",69 m²,151 tr/m²,"Đan Phượng, Hà Nội",,
36 tỷ,2.800 m²,"12,86 tr/m²","Xuyên Mộc, Bà Rịa Vũng Tàu",,
"9,5 tỷ",200 m²,"47,5 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
23 tỷ,145 m²,"158,62 tr/m²","Tây Hồ, Hà Nội",3,2
Giá thỏa thuận,200 m²,,"Mộc Châu, Sơn La",,
"4,3 tỷ",79 m²,"54,43 tr/m²","Văn Giang, Hưng Yên",3,2
"3,2 tỷ",110 m²,"29,09 tr/m²","Thạch Thất, Hà Nội",,
"31,11 tỷ",63 m²,"493,84 tr/m²","Đông Anh, Hà Nội",4,4
"19,8 tỷ",327 m²,"60,55 tr/m²","Sơn Trà, Đà Nẵng",,
"2,8 tỷ",70 m²,40 tr/m²,"Bắc Giang, Bắc Giang",2,2
"12,5 tỷ",120 m²,"104,17 tr/m²","Hải Châu, Đà Nẵng",5,7
42 tỷ,99 m²,"424,24 tr/m²","Hoàng Mai, Hà Nội",5,5
"857,25 triệu","114,3 m²","7,5 tr/m²","Thái Nguyên, Thái Nguyên",,
16 tỷ,60 m²,"266,67 tr/m²","Hoàng Mai, Hà Nội",4,5
"1,75 tỷ",140 m²,"12,5 tr/m²","Nhơn Trạch, Đồng Nai",,
"3,1 tỷ","67,5 m²","45,93 tr/m²","Bắc Giang, Bắc Giang",,
16 tỷ,55 m²,"290,91 tr/m²","Cầu Giấy, Hà Nội",6,4
11 tỷ,100 m²,110 tr/m²,"Gò Vấp, Hồ Chí Minh",,
20 tỷ,"404,8 m²","49,41 tr/m²","Hóc Môn, Hồ Chí Minh",,
"6,5 tỷ",90 m²,"72,22 tr/m²","Quận 7, Hồ Chí Minh",2,2
"13,5 tỷ",165 m²,"81,82 tr/m²","Sơn Trà, Đà Nẵng",,
30 tỷ,150 m²,200 tr/m²,"Nam Từ Liêm, Hà Nội",,
186 tỷ,610 m²,"304,92 tr/m²","Hoàng Mai, Hà Nội",,
16 tỷ,51 m²,"313,73 tr/m²","Hoàng Mai, Hà Nội",,
"5,3 tỷ",34 m²,"155,85 tr/m²","Đan Phượng, Hà Nội",,
"15,8 tỷ",233 m²,"67,81 tr/m²","Quận 8, Hồ Chí Minh",2,1
"7,9 tỷ",68 m²,"116,18 tr/m²","Hải Châu, Đà Nẵng",1,1
"4,48 tỷ",73 m²,"61,37 tr/m²","Văn Giang, Hưng Yên",2,2
"1,75 tỷ",50 m²,35 tr/m²,"Thanh Hóa, Thanh Hóa",,
Giá thỏa thuận,43 m²,,"Gia Lâm, Hà Nội",1,1
50 tỷ,300 m²,"166,67 tr/m²","Bình Thạnh, Hồ Chí Minh",,
Giá thỏa thuận,211 m²,,"Cầu Giấy, Hà Nội",4,3
"3,2 tỷ",70 m²,"45,71 tr/m²","Nha Trang, Khánh Hòa",2,2
46 tỷ,180 m²,"255,56 tr/m²","Ngũ Hành Sơn, Đà Nẵng",8,8
"9,8 tỷ","96,8 m²","101,24 tr/m²","Nhà Bè, Hồ Chí Minh",,
"1,8 tỷ",108 m²,"16,67 tr/m²","Thủ Thừa, Long An",,
"3,38 tỷ",52 m²,65 tr/m²,"Bình Tân, Hồ Chí Minh",,
"14,8 tỷ",140 m²,"105,71 tr/m²","Nhà Bè, Hồ Chí Minh",,
"5,5 tỷ",120 m²,"45,83 tr/m²","Hà Đông, Hà Nội",3,2
"2,2 tỷ",80 m²,"27,5 tr/m²","Tuy Phước, Bình Định",,
32 tỷ,80 m²,400 tr/m²,"Quận 3, Hồ Chí Minh",,
"1,1 tỷ",609 m²,"1,81 tr/m²","Diên Khánh, Khánh Hòa",,
"7,5 tỷ","75,5 m²","99,34 tr/m²","Thanh Trì, Hà Nội",,
68 tỷ,180 m²,"377,78 tr/m²","Tân Bình, Hồ Chí Minh",6,5
"1,6 tỷ",42 m²,"38,1 tr/m²","Nha Trang, Khánh Hòa",1,1
43 tỷ,220 m²,"195,46 tr/m²","Bắc Từ Liêm, Hà Nội",5,5
Giá thỏa thuận,140 m²,,"Văn Giang, Hưng Yên",5,4
"1,51 tỷ",56 m²,"26,88 tr/m²","Long Thành, Đồng Nai",,
Giá thỏa thuận,80 m²,,"Tuy Phước, Bình Định",,
"2,95 tỷ",111 m²,"26,58 tr/m²","Sóc Sơn, Hà Nội",,
60 tỷ,120.000 m²,500 nghìn/m²,"Kim Bôi, Hòa Bình",,
"13,5 tỷ",68 m²,"198,53 tr/m²","Thanh Xuân, Hà Nội",4,4
Giá thỏa thuận,150 m²,,"Bàu Bàng, Bình Dương",5,5
"4,16 tỷ",80 m²,52 tr/m²,"Thủ Đức, Hồ Chí Minh",2,2
"18,4 tỷ",108 m²,"170,37 tr/m²","Long Biên, Hà Nội",8,8
"15,8 tỷ",75 m²,"210,67 tr/m²","Nam Từ Liêm, Hà Nội",5,4
"6,1 tỷ",90 m²,"67,78 tr/m²","Móng Cái, Quảng Ninh",6,5
Giá thỏa thuận,105 m²,,"Bắc Từ Liêm, Hà Nội",3,2
"7,37 tỷ",189 m²,39 tr/m²,"Quận 9, Hồ Chí Minh",,
"3,15 tỷ",100 m²,"31,5 tr/m²","Sóc Sơn, Hà Nội",,
"1,98 tỷ",53 m²,"37,36 tr/m²","Thuận An, Bình Dương",1,1
350 triệu,1.000 m²,350 nghìn/m²,"Đồng Phú, Bình Phước",,
Giá thỏa thuận,100 m²,,"Văn Giang, Hưng Yên",,
Giá thỏa thuận,59 m²,,"Hà Đông, Hà Nội",2,2
"23,9 tỷ","159,2 m²","150,13 tr/m²","Gò Vấp, Hồ Chí Minh",26,26
"1,59 tỷ",50 m²,"31,8 tr/m²","Thanh Xuân, Hà Nội",2,1
9 tỷ,600 m²,15 tr/m²,"Lương Sơn, Hòa Bình",3,3
"13,75 tỷ",205 m²,"67,07 tr/m²","Quận 9, Hồ Chí Minh",,
850 triệu,96 m²,"8,85 tr/m²","Bình Chánh, Hồ Chí Minh",3,2
Giá thỏa thuận,"93,9 m²",,"Bình Chánh, Hồ Chí Minh",3,2
Giá thỏa thuận,42 m²,,"Bình Tân, Hồ Chí Minh",2,2
"5,9 tỷ",80 m²,"73,75 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"33,09 tỷ","248,8 m²",133 tr/m²,"Long Biên, Hà Nội",,
Giá thỏa thuận,125 m²,,"Hoài Đức, Hà Nội",,
19 tỷ,60 m²,"316,67 tr/m²","Cầu Giấy, Hà Nội",,
Giá thỏa thuận,240 m²,,"Thanh Trì, Hà Nội",,
"39,5 tỷ","166,6 m²","237,1 tr/m²","Long Biên, Hà Nội",5,3
40 tỷ,160 m²,250 tr/m²,"Phủ Lý, Hà Nam",,
Giá thỏa thuận,290 m²,,"Hoài Đức, Hà Nội",,
Giá thỏa thuận,"132,6 m²",,"Hoài Đức, Hà Nội",,
"1,4 tỷ",150 m²,"9,33 tr/m²","Bàu Bàng, Bình Dương",,
Giá thỏa thuận,80 m²,,"Tuy Phước, Bình Định",,
Giá thỏa thuận,700.000 m²,,"Phú Mỹ, Bà Rịa Vũng Tàu",,
"10,5 tỷ",120 m²,"87,5 tr/m²","Gia Lâm, Hà Nội",,
"5,6 tỷ",66 m²,"84,85 tr/m²","Hoài Đức, Hà Nội",,
"7,6 tỷ",105 m²,"72,38 tr/m²","Đống Đa, Hà Nội",3,2
"1,62 tỷ",105 m²,"15,4 tr/m²","Sông Công, Thái Nguyên",,
"29,5 tỷ",200 m²,"147,5 tr/m²","Hoài Đức, Hà Nội",,
Giá thỏa thuận,154 m²,,"Quận 9, Hồ Chí Minh",6,5
Giá thỏa thuận,96 m²,,"Sơn Trà, Đà Nẵng",2,2
"7,2 tỷ",92 m²,"78,26 tr/m²","Quận 2, Hồ Chí Minh",2,2
"2,5 tỷ",61 m²,"40,98 tr/m²","Thủ Dầu Một, Bình Dương",2,2
"10,6 tỷ",50 m²,212 tr/m²,"Đống Đa, Hà Nội",10,11
"10,79 tỷ","133,2 m²",81 tr/m²,"Sơn Trà, Đà Nẵng",,
30 tỷ,71 m²,"422,54 tr/m²","Cầu Giấy, Hà Nội",,
"22,5 tỷ",100 m²,225 tr/m²,"Nam Từ Liêm, Hà Nội",6,5
Giá thỏa thuận,155 m²,,"Nam Từ Liêm, Hà Nội",6,5
38 tỷ,302 m²,"125,83 tr/m²","Hạ Long, Quảng Ninh",5,5
"36,5 tỷ",140 m²,"260,71 tr/m²","Bình Thạnh, Hồ Chí Minh",,
"3,45 tỷ",50 m²,69 tr/m²,"Tân Phú, Hồ Chí Minh",2,1
"10,9 tỷ",180 m²,"60,56 tr/m²","Sơn Trà, Đà Nẵng",,
"35,5 tỷ",88 m²,"403,41 tr/m²","Ba Đình, Hà Nội",8,5
"4,18 tỷ",90 m²,"46,44 tr/m²","Liên Chiểu, Đà Nẵng",,
"8,7 tỷ",30 m²,290 tr/m²,"Cầu Giấy, Hà Nội",4,5
"4,95 tỷ",32 m²,"154,69 tr/m²","Long Biên, Hà Nội",3,4
"6,8 tỷ",64 m²,"106,25 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"17,01 tỷ",243 m²,70 tr/m²,"Mê Linh, Hà Nội",,
"24,06 tỷ",401 m²,60 tr/m²,"Mê Linh, Hà Nội",,
"8,5 tỷ",84 m²,"101,19 tr/m²","Mê Linh, Hà Nội",4,4
"7,5 tỷ",50 m²,150 tr/m²,"Long Biên, Hà Nội",4,3
"3,2 tỷ",77 m²,"41,56 tr/m²","Bắc Giang, Bắc Giang",2,2
"1,95 tỷ",50 m²,39 tr/m²,"Quận 9, Hồ Chí Minh",2,1
"6,2 tỷ",60 m²,"103,33 tr/m²","Quận 8, Hồ Chí Minh",4,3
"1,35 tỷ",110 m²,"12,27 tr/m²","Đức Linh, Bình Thuận",,
